data_name,num_classes,data_type,size,rho,distribution,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,augmentation_rho,augmentation_percentage,augmentation_top_k,wce_alpha,fl_gamma,val_f1_macro,test_f1_macro,test_f1_macro_std,train_f1_macro,train_f1_per_label_0,train_f1_per_label_1,train_f1_per_label_2,train_f1_per_label_3,train_f1_per_label_4,train_accuracy,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_auprc,val_f1_per_label_0,val_f1_per_label_1,val_f1_per_label_2,val_f1_per_label_3,val_f1_per_label_4,val_accuracy,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_auprc,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,1.0,0.1,3,-,-,74.79,70.49,1.29,99.64,99.64,99.64,0.0,0.0,0.0,99.64,99.64,99.64,99.64,99.64,99.99,96.62,52.96,0.0,0.0,0.0,93.7,81.12,93.04,71.28,93.7,78.51,95.92,45.06,0.0,0.0,0.0,92.4,74.23,91.54,68.1,92.4,74.92
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,1.0,0.1,5,-,-,77.25,72.72,1.5,99.87,99.87,99.87,0.0,0.0,0.0,99.87,99.87,99.87,99.87,99.87,100.0,96.39,58.12,0.0,0.0,0.0,93.37,78.55,93.51,77.18,93.37,79.78,95.35,50.08,0.0,0.0,0.0,91.5,72.02,92.12,74.27,91.5,75.8
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,1.0,0.3,3,-,-,77.8,72.55,1.83,99.81,99.81,99.81,0.0,0.0,0.0,99.81,99.81,99.81,99.81,99.81,100.0,96.7,58.9,0.0,0.0,0.0,93.9,80.29,93.63,76.33,93.9,79.3,95.63,49.47,0.0,0.0,0.0,91.97,73.06,91.98,72.43,91.97,75.7
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,1.0,0.3,5,-,-,77.43,73.29,1.24,99.72,99.72,99.72,0.0,0.0,0.0,99.72,99.72,99.72,99.72,99.72,99.99,96.32,58.54,0.0,0.0,0.0,93.23,76.96,93.38,78.06,93.23,79.09,95.3,51.29,0.0,0.0,0.0,91.43,71.64,92.25,75.56,91.43,77.53
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.1,3,-,-,77.93,74.09,2.0,99.49,99.66,99.32,0.0,0.0,0.0,99.55,99.48,99.55,99.51,99.55,99.99,96.86,59.0,0.0,0.0,0.0,94.17,82.72,93.84,75.14,94.17,82.23,95.95,52.24,0.0,0.0,0.0,92.53,75.03,92.5,73.88,92.53,76.83
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.1,5,-,-,77.95,72.5,2.3,99.59,99.73,99.46,0.0,0.0,0.0,99.64,99.59,99.64,99.6,99.64,99.98,96.76,59.13,0.0,0.0,0.0,94.0,80.68,93.61,75.82,94.0,80.35,95.89,49.1,0.0,0.0,0.0,92.4,74.25,92.0,71.33,92.4,75.65
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.3,3,-,-,77.17,74.52,3.41,99.79,99.86,99.72,0.0,0.0,0.0,99.81,99.79,99.81,99.79,99.81,99.98,97.0,57.35,0.0,0.0,0.0,94.4,84.48,93.77,72.8,94.4,80.84,96.47,52.56,0.0,0.0,0.0,93.43,78.9,92.73,71.51,93.43,78.52
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.3,5,-,-,77.33,73.51,2.16,99.54,99.69,99.38,0.0,0.0,0.0,99.59,99.52,99.59,99.55,99.59,99.97,96.96,57.69,0.0,0.0,0.0,94.33,84.13,93.79,73.33,94.33,80.91,96.19,50.83,0.0,0.0,0.0,92.93,76.92,92.42,71.43,92.93,78.71
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.1,3,-,-,78.71,73.91,1.45,99.53,99.76,99.29,0.0,0.0,0.0,99.65,99.54,99.65,99.52,99.65,99.97,96.99,60.42,0.0,0.0,0.0,94.4,83.29,93.99,75.65,94.4,81.28,95.79,52.04,0.0,0.0,0.0,92.27,74.09,92.42,74.3,92.27,77.8
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.1,5,-,-,78.59,74.75,2.35,99.6,99.8,99.4,0.0,0.0,0.0,99.7,99.63,99.7,99.57,99.7,99.96,96.69,60.48,0.0,0.0,0.0,93.9,79.63,93.72,77.66,93.9,79.58,95.96,53.53,0.0,0.0,0.0,92.57,74.79,92.59,74.85,92.57,76.57
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.3,3,-,-,78.21,75.05,1.51,99.79,99.9,99.69,0.0,0.0,0.0,99.85,99.79,99.85,99.8,99.85,100.0,96.7,59.73,0.0,0.0,0.0,93.9,79.86,93.64,76.9,93.9,79.31,95.81,54.29,0.0,0.0,0.0,92.33,74.56,92.74,76.05,92.33,79.49
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.3,5,-,-,78.95,75.52,1.95,99.65,99.83,99.47,0.0,0.0,0.0,99.74,99.69,99.74,99.61,99.74,99.93,96.98,60.91,0.0,0.0,0.0,94.4,82.54,93.95,76.22,94.4,81.04,96.3,54.73,0.0,0.0,0.0,93.17,77.05,92.83,74.22,93.17,79.45
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.1,3,-,-,79.02,75.67,0.96,99.6,99.87,99.34,0.0,0.0,0.0,99.78,99.63,99.78,99.58,99.78,99.99,96.63,61.41,0.0,0.0,0.0,93.8,78.93,93.83,79.13,93.8,82.07,95.84,55.5,0.0,0.0,0.0,92.4,74.38,92.88,77.23,92.4,78.74
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.1,5,-,-,77.79,72.05,1.89,99.2,99.73,98.67,0.0,0.0,0.0,99.56,99.32,99.56,99.08,99.56,99.92,96.61,58.98,0.0,0.0,0.0,93.73,79.15,93.49,76.62,93.73,80.69,95.58,48.51,0.0,0.0,0.0,91.87,72.32,91.78,71.8,91.87,76.34
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.3,3,-,-,78.91,73.35,0.89,99.48,99.82,99.13,0.0,0.0,0.0,99.71,99.49,99.71,99.46,99.71,99.86,96.96,60.85,0.0,0.0,0.0,94.37,82.46,93.97,76.39,94.37,79.86,95.86,50.85,0.0,0.0,0.0,92.37,74.46,92.25,72.84,92.37,76.79
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.3,5,-,-,77.63,73.78,1.88,98.97,99.66,98.28,0.0,0.0,0.0,99.43,99.0,99.43,98.93,99.43,99.79,96.6,58.65,0.0,0.0,0.0,93.73,80.75,93.76,76.62,93.73,81.41,95.71,51.86,0.0,0.0,0.0,92.13,74.45,92.57,74.8,92.13,77.78
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.1,3,-,-,78.4,74.62,1.98,98.14,99.57,96.71,0.0,0.0,0.0,99.23,98.52,99.23,97.77,99.23,99.65,96.81,59.98,0.0,0.0,0.0,94.1,81.45,93.82,76.44,94.1,81.48,96.02,53.21,0.0,0.0,0.0,92.67,75.33,92.6,74.33,92.67,78.56
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.1,5,-,-,78.94,73.65,1.87,98.21,99.58,96.84,0.0,0.0,0.0,99.27,98.66,99.26,97.78,99.27,99.47,96.98,60.9,0.0,0.0,0.0,94.4,82.67,93.97,76.22,94.4,81.0,96.05,51.25,0.0,0.0,0.0,92.7,75.37,92.33,72.45,92.7,77.68
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.3,3,-,-,77.77,75.13,0.93,99.38,99.86,98.91,0.0,0.0,0.0,99.74,99.62,99.74,99.15,99.74,99.82,96.84,58.69,0.0,0.0,0.0,94.13,81.98,93.69,74.94,94.13,81.54,96.23,54.03,0.0,0.0,0.0,93.03,76.67,92.74,73.96,93.03,79.98
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.3,5,-,-,78.76,74.25,0.93,99.13,99.79,98.46,0.0,0.0,0.0,99.64,99.36,99.64,98.89,99.64,99.91,96.93,60.59,0.0,0.0,0.0,94.3,81.85,93.86,76.36,94.3,80.16,96.11,52.4,0.0,0.0,0.0,92.8,75.67,92.46,73.07,92.8,78.65
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,5.0,0.1,3,-,-,79.12,73.81,1.85,99.19,99.73,98.64,0.0,0.0,0.0,99.55,99.24,99.55,99.13,99.55,99.94,97.16,61.08,0.0,0.0,0.0,94.7,85.16,94.21,75.24,94.7,83.3,96.25,51.38,0.0,0.0,0.0,93.03,76.8,92.43,71.68,93.03,78.48
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,5.0,0.1,5,-,-,79.6,75.88,1.43,98.93,99.64,98.22,0.0,0.0,0.0,99.41,98.92,99.41,98.94,99.41,99.87,96.8,62.41,0.0,0.0,0.0,94.1,81.01,94.12,78.91,94.1,82.15,96.08,55.68,0.0,0.0,0.0,92.8,76.21,93.03,76.3,92.8,78.5
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,5.0,0.3,3,-,-,79.29,75.39,1.14,99.47,99.83,99.12,0.0,0.0,0.0,99.71,99.53,99.71,99.42,99.71,99.91,96.6,61.97,0.0,0.0,0.0,93.77,78.88,93.93,79.87,93.77,81.15,95.89,54.9,0.0,0.0,0.0,92.47,74.83,92.82,76.31,92.47,78.98
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,5.0,0.3,5,-,-,77.51,75.38,2.08,99.6,99.87,99.34,0.0,0.0,0.0,99.78,99.63,99.78,99.58,99.78,99.99,96.82,58.2,0.0,0.0,0.0,94.1,81.63,93.69,75.3,94.1,80.69,96.28,54.48,0.0,0.0,0.0,93.13,77.39,92.92,74.39,93.13,77.7
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,7.5,0.1,3,-,-,78.92,77.11,1.78,99.46,99.87,99.05,0.0,0.0,0.0,99.78,99.52,99.78,99.4,99.78,99.94,96.71,61.14,0.0,0.0,0.0,93.93,79.77,93.83,78.25,93.93,81.46,96.2,58.02,0.0,0.0,0.0,93.03,76.38,93.28,77.95,93.03,80.74
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,7.5,0.1,5,-,-,79.2,75.1,1.81,99.38,99.86,98.91,0.0,0.0,0.0,99.74,99.58,99.74,99.19,99.74,99.85,96.56,61.83,0.0,0.0,0.0,93.7,79.4,94.05,80.03,93.7,81.23,95.69,54.51,0.0,0.0,0.0,92.13,73.73,92.81,77.27,92.13,78.86
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,7.5,0.3,3,-,-,79.37,73.34,1.83,99.07,99.78,98.36,0.0,0.0,0.0,99.62,99.23,99.62,98.92,99.62,99.9,96.46,62.27,0.0,0.0,0.0,93.53,79.4,94.23,81.08,93.53,81.86,95.21,51.46,0.0,0.0,0.0,91.3,72.48,92.48,76.06,91.3,78.0
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_bert,-,-,7.5,0.3,5,-,-,78.69,73.28,4.07,99.41,99.86,98.96,0.0,0.0,0.0,99.76,99.58,99.75,99.24,99.76,99.92,96.53,60.85,0.0,0.0,0.0,93.63,78.56,93.8,79.23,93.63,80.62,95.54,51.03,0.0,0.0,0.0,91.83,72.66,92.29,74.83,91.83,78.36
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,2.0,-,-,-,-,79.5,76.77,3.04,99.7,99.8,99.6,0.0,0.0,0.0,99.73,99.71,99.73,99.69,99.73,99.97,96.96,62.04,0.0,0.0,0.0,94.37,82.18,94.08,77.54,94.37,82.39,96.34,57.21,0.0,0.0,0.0,93.27,77.51,93.28,76.75,93.27,80.8
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,3.0,-,-,-,-,77.88,76.76,1.11,99.06,99.53,98.58,0.0,0.0,0.0,99.29,99.19,99.29,98.93,99.29,99.91,96.48,59.27,0.0,0.0,0.0,93.53,78.81,93.64,77.84,93.53,79.67,96.34,57.18,0.0,0.0,0.0,93.27,78.52,93.36,76.18,93.27,80.7
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,5.0,-,-,-,-,78.86,75.35,0.69,99.53,99.84,99.22,0.0,0.0,0.0,99.74,99.55,99.74,99.51,99.74,99.97,96.71,61.01,0.0,0.0,0.0,93.93,80.47,93.91,78.06,93.93,80.12,96.13,54.58,0.0,0.0,0.0,92.87,76.43,92.87,75.01,92.87,78.91
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,7.5,-,-,-,-,78.15,74.62,0.32,99.46,99.87,99.05,0.0,0.0,0.0,99.78,99.41,99.78,99.52,99.78,99.97,96.89,59.4,0.0,0.0,0.0,94.23,83.1,93.9,75.18,94.23,81.66,96.18,53.06,0.0,0.0,0.0,92.93,76.74,92.67,73.33,92.93,80.94
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",baseline,-,-,-,-,-,-,-,78.25,75.99,0.46,98.51,99.76,97.26,0.0,0.0,0.0,99.57,98.73,99.56,98.3,99.57,99.7,96.7,59.81,0.0,0.0,0.0,93.9,80.31,93.72,76.9,93.9,80.72,95.94,56.04,0.0,0.0,0.0,92.57,75.09,93.01,77.32,92.57,80.33
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.1,78.74,75.61,1.3,99.01,99.84,98.17,0.0,0.0,0.0,99.71,99.19,99.71,98.82,99.71,99.93,96.77,60.7,0.0,0.0,0.0,94.03,80.69,93.84,77.36,94.03,82.05,96.06,55.17,0.0,0.0,0.0,92.77,76.07,92.98,76.1,92.77,79.95
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.2,78.8,76.17,1.38,98.41,99.75,97.08,0.0,0.0,0.0,99.53,98.29,99.53,98.54,99.53,99.49,96.69,60.91,0.0,0.0,0.0,93.9,79.47,93.78,78.23,93.9,81.33,96.0,56.34,0.0,0.0,0.0,92.67,75.14,93.01,77.37,92.67,80.63
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,0.5,79.42,76.75,0.91,99.13,99.86,98.41,0.0,0.0,0.0,99.74,99.04,99.75,99.22,99.74,99.86,96.9,61.94,0.0,0.0,0.0,94.27,81.37,94.01,77.86,94.27,82.5,96.29,57.2,0.0,0.0,0.0,93.17,76.81,93.16,76.69,93.17,79.04
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,1.0,77.43,75.26,1.24,98.59,99.78,97.41,0.0,0.0,0.0,99.59,98.75,99.59,98.44,99.59,99.81,96.71,58.15,0.0,0.0,0.0,93.9,80.48,93.49,75.19,93.9,80.46,96.25,54.27,0.0,0.0,0.0,93.07,77.09,92.84,74.17,93.07,79.46
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,2.0,78.46,74.33,1.94,98.07,99.69,96.46,0.0,0.0,0.0,99.43,97.99,99.44,98.16,99.43,99.44,97.03,59.9,0.0,0.0,0.0,94.47,84.14,94.02,74.93,94.47,82.49,96.08,52.59,0.0,0.0,0.0,92.77,75.83,92.57,73.62,92.77,78.2
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",fl,-,-,-,-,-,-,5.0,78.93,73.5,1.28,99.01,99.84,98.18,0.0,0.0,0.0,99.71,99.13,99.71,98.89,99.71,99.79,97.18,60.68,0.0,0.0,0.0,94.73,85.56,94.2,74.69,94.73,82.67,96.25,50.76,0.0,0.0,0.0,93.03,76.95,92.37,71.11,93.03,79.14
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,1.0,-,-,-,-,-,-,77.11,73.89,1.04,99.76,99.76,99.76,0.0,0.0,0.0,99.76,99.76,99.76,99.76,99.76,99.99,96.77,57.45,0.0,0.0,0.0,94.0,81.11,93.46,74.29,94.0,79.85,96.15,51.64,0.0,0.0,0.0,92.87,76.24,92.42,72.16,92.87,76.47
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,2.0,-,-,-,-,-,-,77.91,73.67,3.71,99.69,99.79,99.59,0.0,0.0,0.0,99.73,99.67,99.73,99.72,99.73,99.97,96.88,58.95,0.0,0.0,0.0,94.2,82.01,93.69,74.97,94.2,81.59,95.88,51.46,0.0,0.0,0.0,92.4,74.14,92.25,73.23,92.4,76.99
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,3.0,-,-,-,-,-,-,78.24,74.13,1.77,99.7,99.85,99.55,0.0,0.0,0.0,99.77,99.7,99.77,99.69,99.77,99.97,96.91,59.57,0.0,0.0,0.0,94.27,82.3,93.8,75.39,94.27,80.21,96.05,52.21,0.0,0.0,0.0,92.7,75.56,92.44,73.02,92.7,76.64
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,5.0,-,-,-,-,-,-,78.84,75.85,2.6,99.47,99.83,99.12,0.0,0.0,0.0,99.71,99.51,99.71,99.44,99.71,99.96,96.93,60.76,0.0,0.0,0.0,94.3,82.33,93.94,76.36,94.3,82.3,96.28,55.42,0.0,0.0,0.0,93.13,77.4,92.97,74.77,93.13,78.51
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_oversampling,7.5,-,-,-,-,-,-,78.46,76.16,1.09,98.32,99.61,97.03,0.0,0.0,0.0,99.31,98.78,99.31,97.89,99.31,99.7,96.52,60.41,0.0,0.0,0.0,93.6,78.4,93.68,78.64,93.6,80.87,96.0,56.33,0.0,0.0,0.0,92.67,75.26,93.04,77.37,92.67,77.99
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,1.0,-,-,-,-,-,-,78.75,71.98,2.54,96.02,96.06,95.98,0.0,0.0,0.0,96.03,96.08,96.08,96.03,96.03,99.19,96.33,61.16,0.0,0.0,0.0,93.3,77.16,93.82,80.76,93.3,82.47,94.92,49.04,0.0,0.0,0.0,90.77,70.04,91.91,74.82,90.77,74.56
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,2.0,-,-,-,-,-,-,79.24,74.76,0.94,98.64,99.09,98.2,0.0,0.0,0.0,98.79,98.54,98.8,98.74,98.79,99.75,96.92,61.56,0.0,0.0,0.0,94.3,81.78,93.99,77.31,94.3,81.7,96.1,53.41,0.0,0.0,0.0,92.8,75.65,92.6,74.02,92.8,76.69
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,3.0,-,-,-,-,-,-,79.88,73.97,2.66,98.74,99.37,98.12,0.0,0.0,0.0,99.06,98.69,99.07,98.81,99.06,99.87,96.79,62.97,0.0,0.0,0.0,94.1,80.32,94.12,79.67,94.1,80.21,95.71,52.23,0.0,0.0,0.0,92.13,73.34,92.37,74.8,92.13,77.39
civil-comments,2,bin,5000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",sampling_modifiedRS_undersampling,5.0,-,-,-,-,-,-,78.42,74.18,1.3,97.96,99.32,96.6,0.0,0.0,0.0,98.86,97.78,98.87,98.15,98.86,99.25,97.09,59.76,0.0,0.0,0.0,94.57,84.63,94.01,74.41,94.57,81.36,96.24,52.13,0.0,0.0,0.0,93.03,77.08,92.56,72.25,93.03,78.76
